point_code	grts_ranking	grts_ranking_draw	sac	legacy_site	type	polygon_id	phab	source	is_centroid	measurement_date	valid_sampling_unit	valid_refpoint	valid_type	x_coord	y_coord	select_prob	measured_valid_cycle1	measured_cycle1	selection_step1	source_bwk	jaar_kartering
17053654_1	17053654	17053654	0	0	2330	560322_v2020	50	habitatmap 2020	1	NA	NA	NA	NA	185565.591973471	208590.113583292	0.147370576858521	0	0	1	986	1998
170578_1	170578	170578	1	0	4030	545978_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	238205.592	190574.1136	0.280819803476334	0	0	1	175	2017
17067906_1	17067906	17067906	1	0	9130_fm	448566_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	258237.591973471	159918.113583292	0.598603010177612	0	0	1	067	2006
17071638_1	17071638	17071638	0	0	91E0_sf	609909_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	155037.591973471	194094.113583292	0.944058656692505	0	0	0	97z	1997
170729_1	170729	170729	0	0	91E0	614894_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	139325.591973471	199502.113583292	0.411331832408905	0	0	0	ex	NA
170758_1	170758	170758	0	0	9120	373548_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	161117.591973471	158190.113583292	0.260829418897629	0	0	1	987	1998
1707701_1	1707701	1707701	1	0	1330_hpr	451805_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	69117.59	221390.11	0.369508147239685	0	0	1	1510	2015
1707702_1	1707702	1707702	1	0	9120_qb	482043_v2018	60	habitatmap 2020	1	NA	NA	NA	NA	214557.591973471	186830.113583292	0.234215676784515	0	0	1	1512	2015
17077686_1	17077686	17077686	0	0	7140_meso	624639_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	207901.591973471	189550.113583292	0.270152896642685	0	0	1	036	2003
170798_2	170798	170798	1	0	7140_oli	478575_v2016	50	assessment/habitatmap 2020	0	17057	1	1	1	196053.9	228213.1	0	1	1	1	166	2016
1707986_1	1707986	1707986	0	0	4030	343654_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	232669.591973471	195534.113583292	0.863842606544495	0	0	1	148	2014
1708018_1	1708018	1708018	0	0	9120_qb	635959_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	241757.591973471	183726.113583292	0.750981748104095	0	0	0	069	2006
170817_1	170817	170817	0	0	9120	658582_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	85789.591973471	192750.113583292	0.34836682677269	0	0	1	034	2003
170834_1	170834	170834	0	0	2310	304118_v2016	25	habitatmap 2020	1	NA	NA	NA	NA	236541.591973471	195982.113583292	0.196834772825241	0	0	1	147	2014
170834_1	170834	170834	0	0	2330_bu	304118_v2016	75	habitatmap 2020	1	NA	NA	NA	NA	236541.6	195982.1	0.196834772825241	0	0	1	147	2014
1708370_1	1708370	1708370	1	0	6510_hu	542050_v2018	30	habitatmap 2020	1	NA	NA	NA	NA	247645.6	187982.1	0.953456580638885	0	0	0	037	2003
17085314_1	17085314	17085314	1	0	6510_huk	569449_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	254525.591973471	159630.113583292	0.783614039421082	0	0	1	065	2006
1708818_1	1708818	1708818	0	0	4030	484274_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	225661.591973471	205774.113583292	0.410312563180923	0	0	1	169	2016
1708958_1	1708958	1708958	1	0	9120_qb	627338_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	175741.591973471	228686.113583292	0.138587415218353	0	0	1	068	2006
17089782_1	17089782	17089782	0	0	7140_oli	558789_v2014	60	habitatmap 2020	1	NA	NA	NA	NA	195965.591973471	216206.113583292	0.0579034797847271	0	0	1	98z	1998
1708982_1	1708982	1708982	1	0	2330_bu	639330_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	216349.6	199630.1	0.589290380477905	0	0	1	198	2019
17092018_1	17092018	17092018	1	0	6510_huk	344910_v2020	40	habitatmap 2020	1	NA	NA	NA	NA	248157.591973471	162862.113583292	0.00124185648746789	0	0	1	044	2004
1709266_1	1709266	1709266	1	0	2330_bu	414127_v2020	60	habitatmap 2020	1	NA	NA	NA	NA	219453.6	197870.1	0.580833077430725	0	0	1	1810	2018
17095518_1	17095518	17095518	0	0	6510_hus	502824_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	179101.6	243246.1	0.684614419937134	0	0	0	054	2005
1710001_1	1710001	1710001	1	0	2160	596007_v2014	10	assessment/habitatmap 2020	1	18498	1	1	1	30237.6	202030.1	0	1	1	1	05l	2005
1710066_1	1710066	1710066	0	0	4030	596187_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	236797.591973471	181614.113583292	0.849318563938141	0	0	1	0311	2003
1710145_1	1710145	1710145	0	0	4030	392432_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	74877.591973471	198798.113583292	0.005307637155056	0	0	1	019	2001
1711014_1	1711014	1711014	1	0	6230_ha	360526_v2020	NA	assessment	1	17036	1	1	1	190141.6	182094.1	0	1	1	1	197	2019
1711238_1	1711238	1711238	0	0	9120_qb	372066_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	185789.591973471	183662.113583292	0.127419427037239	0	0	1	008	2000
17120584_1	17120584	17120584	1	0	7140_mrd	511528_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	93181.591973471	217902.113583292	0.260099083185196	0	0	1	147	2014
171206_1	171206	171206	1	0	91E0_va	608873_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	165117.591973471	178606.113583292	0.998257517814636	0	0	1	174	2017
1712361_1	1712361	1712361	1	0	91E0_vn	536803_v2018	40	habitatmap 2020	1	NA	NA	NA	NA	146653.591973471	195982.113583292	0.65715354681015	0	0	0	178	2017
17124840_1	17124840	17124840	0	0	91E0_sf	182044_v2020	70	habitatmap 2020	1	NA	NA	NA	NA	137341.591973471	192814.113583292	0.282680779695511	0	0	1	13l	2013
1712809_1	1712809	1712809	0	0	91E0_sf	182851_v2020	60	habitatmap 2020	1	NA	NA	NA	NA	121341.591973471	189582.113583292	0.5965496301651	0	0	1	13l	2013
1712854_1	1712854	1712854	0	0	91E0_vo	623419_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	175421.591973471	205166.113583292	0.0890113785862923	0	0	1	987	1998
17129576_1	17129576	17129576	1	0	91E0	440217_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	120797.591973471	204718.113583292	0.172548741102219	0	0	1	995	1999
1713026_1	1713026	1713026	0	0	6510_huk	469239_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	252381.6	158222.1	0.541605770587921	0	0	0	0611	2006
17130672_1	17130672	17130672	0	0	2160	638394_v2014	50	habitatmap 2020	1	NA	NA	NA	NA	24541.591973471	199950.113583292	0.294319182634354	0	0	1	049	2004
17133442_1	17133442	17133442	1	0	9130_fm	448566_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	257917.591973471	159950.113583292	0.0263160262256861	0	0	1	067	2006
1713590_1	1713590	1713590	0	0	91E0_vo	664156_v2014	80	habitatmap 2020	1	NA	NA	NA	NA	210429.591973471	188686.113583292	0.152994364500046	0	0	1	055	2005
1713833_1	1713833	1713833	1	0	91E0_vn	506354_v2018	60	habitatmap 2020	1	NA	NA	NA	NA	123709.591973471	190990.113583292	0.527473747730255	0	0	1	176	2017
1713874_1	1713874	1713874	1	0	6230_ha	409732_v2018	10	assessment/habitatmap 2020	1	18081	1	1	1	223261.5	189838.1	0	1	1	1	1410	2014
17141670_1	17141670	17141670	1	0	91E0	416116_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	185917.591973471	180238.113583292	0.962161600589752	0	0	0	185	2018
17142960_1	17142960	17142960	1	0	2190_overig	169674_v2020	83	habitatmap 2020	1	NA	NA	NA	NA	23389.591973471	198158.113583292	0.436749845743179	0	0	1	10	2010
1714306_1	1714306	1714306	1	0	6510_huk	614396_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	251645.6	161326.1	0.069604903459549	0	0	1	044	2004
1714681_1	1714681	1714681	1	0	91E0_vc	516929_v2018	50	habitatmap 2020	1	NA	NA	NA	NA	132253.591973471	172718.113583292	0.648796856403351	0	0	0	173	2017
17148242_1	17148242	17148242	0	0	91E0_sf	483986_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	247773.591973471	191054.113583292	0.681646108627319	0	0	1	167	2016
1715026_1	1715026	1715026	0	0	91E0_vo	339761_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	237821.591973471	194798.113583292	0.910520553588867	0	0	1	0411	2004
17150850_1	17150850	17150850	1	0	9130_fm	668945_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	255293.591973471	160110.113583292	0.859423041343689	0	0	0	067	2006
171545_1	171545	171545	0	0	6510_hu	585230_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	87709.6	164462.1	0.866942465305328	0	0	0	996	1999
17154738_1	17154738	17154738	0	0	6510_huk	575505_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	250685.591973471	160462.113583292	0.764852702617645	0	0	0	069	2006
1715637_2	52047285	1715637	1	0	1330_hpr	473578_v2016	100	assessment/habitatmap 2020	0	17710	1	1	1	62612.3	222519.6	0	1	1	1	158	2015
1715761_1	1715761	1715761	1	0	2160	641643_v2014	75	habitatmap 2020	1	NA	NA	NA	NA	29981.6	202446.1	0.686046421527863	0	0	1	05l	2005
1715761_1	1715761	1715761	1	0	2170	641643_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	29981.6	202446.1	0.686046421527863	0	0	0	05l	2005
17158_1	17158	17158	1	0	9120	419570_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	154237.591973471	159918.113583292	0.375708967447281	0	0	1	11l	2011
17158080_1	17158080	17158080	0	0	6230	618588_v2014	80	habitatmap 2020	1	NA	NA	NA	NA	79005.591973471	202926.113583292	0.67192667722702	0	0	1	016	2001
17159958_1	17159958	17159958	0	0	91E0_sf	609909_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	155101.591973471	193902.113583292	0.455106616020203	0	0	0	97z	1997
171602_1	171602	171602	0	0	9190	629407_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	235133.591973471	187694.113583292	0.757575452327728	0	0	1	0310	2003
1716466_1	1716466	1716466	1	0	6510_hu	598744_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	235805.6	175054.1	0.511752784252167	0	0	0	068	2006
17166210_1	17166210	17166210	1	0	9130_fm	448566_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	258653.591973471	159598.113583292	0.238610491156578	0	0	1	067	2006
1716969_1	1716969	1716969	1	0	91E0_vn	560039_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	141853.591973471	200142.113583292	0.41708716750145	0	0	1	ex	NA
171769_1	171769	171769	0	0	91E0_vn	617605_v2014	60	habitatmap 2020	1	NA	NA	NA	NA	120765.591973471	182926.113583292	0.176158308982849	0	0	1	044	2004
17178678_1	17178678	17178678	0	0	2330	569936_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	194717.591973471	190350.113583292	0.900849640369415	0	0	0	0211	2002
1717878_1	1717878	1717878	1	0	6230_ha	631448_v2020	60	habitatmap 2020	1	NA	NA	NA	NA	212957.591973471	203470.113583292	0.517446339130402	0	0	1	186	2018
171858_1	171858	171858	0	0	9190	355415_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	236477.591973471	198158.113583292	0.795173704624176	0	0	1	037	2003
17186484_1	17186484	17186484	0	0	1330_hpr	477706_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	69821.591973471	221262.113583292	0.0770699605345726	0	0	1	158	2015
17192112_1	17192112	17192112	1	0	2190_overig	166807_v2020	69	habitatmap 2020	1	NA	NA	NA	NA	22781.591973471	198350.113583292	0.942466676235199	0	0	0	10	2010
17194428_1	17194428	17194428	0	0	1330_hpr	661043_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	138141.591973471	220494.113583292	0.728348910808563	0	0	0	02ex	2002
1719641_1	1719641	1719641	0	0	91E0_vc	642129_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	117917.591973471	174606.113583292	0.45650514960289	0	0	0	034	2003
171998_1	171998	171998	0	0	9120	365593_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	160285.591973471	222926.113583292	0.269026547670364	0	0	0	044	2004
171998_1	171998	171998	0	0	9190	365593_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	160285.591973471	222926.113583292	0.269026547670364	0	0	0	044	2004
1720038_1	1720038	1720038	0	0	91E0_vo	561524_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	216477.591973471	184814.113583292	0.530620276927948	0	0	0	049	2004
17200978_1	17200978	17200978	1	0	6230	554035_v2018	30	habitatmap 2020	1	NA	NA	NA	NA	242813.591973471	196046.113583292	0.466823130846024	0	0	0	1710	2017
1720198_1	1720198	1720198	0	0	91E0	369379_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	176349.591973471	179822.113583292	0.962159514427185	0	0	0	006	2000
1720694_1	1720694	1720694	0	0	2330_bu	549732_v2016	80	habitatmap 2020	1	NA	NA	NA	NA	214269.591973471	212686.113583292	0.785861074924469	0	0	1	1412	2014
17210368_1	17210368	17210368	1	0	1330_hpr	100797_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	56637.591973471	212302.113583292	0.423542380332947	0	0	1	137	2013
1721054_1	1721054	1721054	1	0	91E0_vo	471123_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	154941.591973471	234702.113583292	0.228645771741867	0	0	1	147	2014
1721938_1	1721938	1721938	0	0	4030	357656_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	241085.591973471	188398.113583292	0.23784576356411	0	0	1	123	2012
1722089_1	1722089	1722089	1	0	91E0_sf	183535_v2020	100	assessment/habitatmap 2020	1	18857	1	1	1	137949.6	194478.1	0	1	1	1	13l	2013
1722166_1	1722166	1722166	1	0	6510_hu	408643_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	190013.6	198030.1	0.45009770989418	0	0	0	187	2018
1722486_1	1722486	1722486	1	0	7140_oli	474112_v2018	50	habitatmap 2020	1	NA	NA	NA	NA	206237.591973471	217582.113583292	0.660656750202179	0	0	0	1411	2014
172274_1	172274	172274	0	0	9190	374318_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	237917.591973471	177358.113583292	0.478472977876663	0	0	1	099	2009
1722993_1	1722993	1722993	1	0	2130_had	601951_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	39037.6	205806.1	0.795901119709015	0	0	1	028	2002
1722998_1	1722998	1722998	0	0	6230_ha	590909_v2018	50	habitatmap 2020	1	NA	NA	NA	NA	215549.591973471	209294.113583292	0.645020663738251	0	0	0	176	2017
17232564_1	17232564	17232564	1	0	1330_hpr	477932_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	63613.591973471	220974.113583292	0.582277834415436	0	0	1	158	2015
1723446_2	1723446	1723446	0	0	6230_ha	358613_v2020	NA	assessment	0	18043	1	1	1	198972.6	188112	0	1	1	1	194	2019
172353_1	172353	172353	0	0	9120	624988_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	75549.591973471	187182.113583292	0.733940958976746	0	0	1	064	2006
1724022_1	1724022	1724022	0	0	2310	473105_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	213373.591973471	210382.113583292	0.515234529972076	0	0	1	1412	2014
17247762_1	17247762	17247762	0	0	6230	598787_v2014	55	habitatmap 2020	1	NA	NA	NA	NA	227261.591973471	211246.113583292	0.0244611296802759	0	0	1	1611	2016
172498_1	172498	172498	0	0	4030	560778_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	234397.591973471	187406.113583292	0.341392993927002	0	0	1	0312	2003
172550_1	172550	172550	1	0	9120	352482_v2020	30	habitatmap 2020	1	NA	NA	NA	NA	155869.591973471	166606.113583292	0.651642858982086	0	0	0	988	1998
17255094_1	17255094	17255094	0	0	7140_meso	619327_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	214685.591973471	191278.113583292	0.253836423158646	0	0	1	046	2004
1725617_1	1725617	1725617	1	0	2160	169975_v2020	89	habitatmap 2020	1	NA	NA	NA	NA	23005.6	198222.1	0.309990853071213	0	0	1	10	2010
1725750_1	1725750	1725750	1	0	6510_hu	437638_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	190973.6	188622.1	0.723251223564148	0	0	1	169	2016
17257522_1	17257522	17257522	1	0	6410_mo	329220_v2016	30	habitatmap 2020	1	NA	NA	NA	NA	221373.6	175374.1	0.967494308948517	0	0	0	145	2014
17258934_1	17258934	17258934	0	0	7140_meso	642625_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	209469.591973471	190830.113583292	0.497360527515411	0	0	1	045	2004
1726034_1	1726034	1726034	0	0	4030	588465_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	241213.591973471	187022.113583292	0.335819870233536	0	0	0	069	2006
172614_1	172614	172614	1	0	9160	548931_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	171069.591973471	165262.113583292	0.672465741634369	0	0	1	176	2017
1727289_1	1727289	1727289	0	0	91E0_vc	642702_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	133757.591973471	163790.113583292	0.937145709991455	0	0	0	987	1998
17273000_1	17273000	17273000	0	0	91E0_sf	182861_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	132733.591973471	192174.113583292	0.103800684213638	0	0	1	13l	2013
1727698_1	1727698	1727698	1	0	7140_meso	595855_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	226525.591973471	194446.113583292	0.764105200767517	0	0	0	086	2008
172774_1	172774	172774	0	0	9190	585431_v2016	60	habitatmap 2020	1	NA	NA	NA	NA	212061.591973471	185710.113583292	0.518036484718323	0	0	1	069	2006
172774_1	172774	172774	0	0	91E0_vm	585431_v2016	20	habitatmap 2020	1	NA	NA	NA	NA	212061.591973471	185710.113583292	0.518036484718323	0	0	0	069	2006
172774_1	172774	172774	0	0	91E0_vo	585431_v2016	20	habitatmap 2020	1	NA	NA	NA	NA	212061.592	185710.1136	0.518036484718323	0	0	0	069	2006
17282866_1	17282866	17282866	1	0	91E0	576550_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	234589.591973471	174766.113583292	0.558869063854218	0	0	0	065	2006
1728681_1	1728681	1728681	1	0	91E0_sf	183427_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	136445.6	191694.1	0.606283724308014	0	0	1	13l	2013
1728886_1	1728886	1728886	0	0	2310	551721_v2016	80	habitatmap 2020	1	NA	NA	NA	NA	213021.591973471	210894.113583292	0.536817491054535	0	0	1	1412	2014
172905_1	172905	172905	0	0	9120	513226_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	129213.591973471	202318.113583292	0.249253317713737	0	0	1	188	2018
17291702_1	17291702	17291702	0	0	7140_meso	624862_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	208445.591973471	190030.113583292	0.572637677192688	0	0	0	036	2003
1729362_1	1729362	1729362	0	0	4030	432056_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	240125.591973471	198158.113583292	0.211547836661339	0	0	0	147	2014
172958_1	172958	172958	1	0	9120_qb	457623_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	175965.591973471	229934.113583292	0.0162407737225294	0	0	1	lb	NA
17297282_1	17297282	17297282	1	0	9130_fm	448566_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	258621.591973471	159822.113583292	0.785524308681488	0	0	0	067	2006
17298306_1	17298306	17298306	1	0	6510_huk	590302_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	253821.591973471	159246.113583292	0.497298777103424	0	0	1	064	2006
173009_1	173009	173009	1	0	9120	562622_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	51005.591973471	185006.113583292	0.0530952662229538	0	0	1	178	2017
17306670_1	17306670	NA	1	1	9190	522562_v2018	95	habitatmap 2020	0	NA	NA	NA	NA	188942.3	220179.9	0.963956236839294	0	0	0	1710	2017
17307700_1	17307700	17307700	0	0	2180	638175_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	71901.591973471	226254.113583292	0.994388341903687	0	0	1	056	2005
17310174_1	17310174	17310174	0	0	4010	636950_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	163229.591973471	234382.113583292	0.273880451917648	0	0	1	199	2019
1731261_1	1731261	1731261	0	0	9120_qb	130153_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	150173.591973471	227278.113583292	0.808944642543793	0	0	0	015	2001
1731377_1	1731377	1731377	1	0	2160	570310_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	38013.6	207342.1	0.548827588558197	0	0	1	16	2016
17316864_1	17316864	17316864	1	0	1330_hpr	438293_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	57309.591973471	212494.113583292	0.0310191549360752	0	0	1	158	2015
17318786_1	17318786	17318786	1	0	6510_huk	515960_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	252733.591973471	160782.113583292	0.8985555768013	0	0	1	044	2004
173190_1	173190	173190	1	0	9160	531607_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	181725.591973471	181038.113583292	0.0829978436231613	0	0	1	165	2016
173225_1	173225	173225	0	0	91E0_vn	652684_v2014	70	habitatmap 2020	1	NA	NA	NA	NA	129821.591973471	193454.113583292	0.597226321697235	0	0	1	026	2002
1732482_1	1732482	1732482	1	0	9130_fm	448566_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	258365.591973471	159214.113583292	0.997410297393799	0	0	0	067	2006
1732841_1	1732841	1732841	1	0	91E0_vn	421912_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	146397.591973471	197838.113583292	0.0235952138900757	0	0	1	195	2019
17330880_1	17330880	17330880	0	0	6230	616453_v2014	60	habitatmap 2020	1	NA	NA	NA	NA	80125.591973471	211438.113583292	0.0656021684408188	0	0	1	038	2003
1733302_1	1733302	1733302	0	0	91E0_vo	623490_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	210781.591973471	185966.113583292	0.955791234970093	0	0	0	069	2006
1733849_1	1733849	1733849	0	0	91E0_vc	642981_v2014	30	habitatmap 2020	1	NA	NA	NA	NA	112221.591973471	161998.113583292	0.134975299239159	0	0	1	015	2001
1734262_1	1734262	1734262	1	0	2330_bu	631405_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	213725.6	202222.1	0.403998523950577	0	0	0	186	2018
17346678_1	17346678	17346678	0	0	2330	583612_v2020	50	habitatmap 2020	1	NA	NA	NA	NA	205341.591973471	212942.113583292	0.780425369739532	0	0	0	98z	1998
17348784_1	17348784	17348784	0	0	2160	495349_v2020	20	habitatmap 2020	1	NA	NA	NA	NA	28509.591973471	201646.113583292	0.0652323365211487	0	0	1	049	2004
1735378_1	1735378	1735378	1	0	2330_dw	305282_v2016	50	habitatmap 2020	1	NA	NA	NA	NA	222365.591973471	188238.113583292	0.569554567337036	0	0	0	148	2014
1735378_1	1735378	1735378	1	0	6230_ha	305282_v2016	50	habitatmap 2020	1	NA	NA	NA	NA	222365.591973471	188238.113583292	0.569554567337036	0	0	0	148	2014
173542_1	173542	173542	0	0	9160	461181_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	209789.591973471	171694.113583292	0.679685771465302	0	0	1	143	2014
1735830_1	1735830	1735830	0	0	91E0_vo	582226_v2018	40	habitatmap 2020	1	NA	NA	NA	NA	169085.591973471	205582.113583292	0.349320441484451	0	0	1	1611	2016
1736105_1	1736105	1736105	1	0	91E0_sf	514333_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	135453.6	199854.1	0.630944550037384	0	0	1	13l	2013
1736305_1	1736305	1736305	1	0	2120	516831_v2020	5	habitatmap 2020	1	NA	NA	NA	NA	40349.6	209038.1	0.671394884586334	0	0	0	199	2019
17364638_1	17364638	17364638	0	0	2330_dw	495339_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	179773.591973471	223342.113583292	0.798027455806732	0	0	0	1611	2016
1736670_1	1736670	1736670	1	0	6230_ha	437242_v2018	60	habitatmap 2020	1	NA	NA	NA	NA	159485.591973471	225454.113583292	0.0108307348564267	0	0	1	147	2014
1736670_1	1736670	1736670	1	0	6230_hn	437242_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	159485.591973471	225454.113583292	0.0108307348564267	0	0	1	147	2014
1736670_1	1736670	1736670	1	0	6510_hu	437242_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	159485.591973471	225454.113583292	0.0108307348564267	0	0	1	147	2014
17374_1	17374	17374	0	0	9120	628702_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	159261.591973471	219118.113583292	0.383091270923615	0	0	1	044	2004
17374514_1	17374514	17374514	1	0	6410_mo	358970_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	225021.6	178702.1	0.190194100141525	0	0	1	195	2019
17383092_1	17383092	17383092	0	0	1330_hpr	561919_v2018	50	habitatmap 2020	1	NA	NA	NA	NA	69373.591973471	221230.113583292	0.683846712112427	0	0	0	1510	2015
17390722_1	17390722	17390722	1	0	9130_fm	602014_v2014	60	habitatmap 2020	1	NA	NA	NA	NA	256349.591973471	162286.113583292	0.671614468097687	0	0	0	066	2006
17393794_1	17393794	17393794	1	0	6510_huk	615481_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	252829.591973471	161646.113583292	0.226934522390366	0	0	0	065	2006
17394910_1	17394910	17394910	0	0	4010	494408_v2018	100	habitatmap 2020	1	NA	NA	NA	NA	167197.591973471	220750.113583292	0.570934593677521	0	0	1	1612	2016
17395996_1	17395996	17395996	1	0	1330_hpr	455560_v2016	100	habitatmap 2020	1	NA	NA	NA	NA	96861.591973471	219758.113583292	0.482846945524216	0	0	1	1510	2015
174006_1	174006	174006	1	0	4030	414775_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	214269.592	198126.1136	0.73969841003418	0	0	1	1810	2018
174009_1	174009	174009	1	0	9120	419581_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	151837.591973471	160494.113583292	0.579537391662598	0	0	1	11l	2011
1740341_1	1740341	1740341	1	0	1330_da	589868_v2014	50	habitatmap 2020	1	NA	NA	NA	NA	80733.591973471	228110.113583292	0.553959608078003	0	0	0	0210	2002
1740593_1	1740593	1740593	1	0	2120	545368_v2018	20	habitatmap 2020	1	NA	NA	NA	NA	32477.6	204430.1	0.870768308639526	0	0	0	05l	2005
1740593_1	1740593	1740593	1	0	2160	545368_v2018	70	habitatmap 2020	1	NA	NA	NA	NA	32477.6	204430.1	0.870768308639526	0	0	0	05l	2005
1740969_1	1740969	1740969	1	0	91E0_sf	183632_v2020	100	habitatmap 2020	1	NA	NA	NA	NA	132861.6	192718.1	0.127083986997604	0	0	1	13l	2013
17411970_1	17411970	17411970	1	0	9130_fm	637351_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	257757.591973471	160430.113583292	0.0434151329100132	0	0	1	067	2006
1741270_1	1741270	1741270	0	0	4010	421101_v2014	20	habitatmap 2020	1	NA	NA	NA	NA	178909.591973471	214990.113583292	0.567759811878204	0	0	0	986	1998
174134_1	174134	174134	0	0	6510_hu	614272_v2014	100	habitatmap 2020	1	NA	NA	NA	NA	198685.6	191086.1	0.56716251373291	0	0	1	049	2004
1742001_1	1742001	1742001	1	0	2120	645479_v2020	76	habitatmap 2020	1	NA	NA	NA	NA	23741.6	198798.1	0.774711430072784	0	0	0	10	2010
1742001_1	1742001	1742001	1	0	2160	645479_v2020	12	habitatmap 2020	1	NA	NA	NA	NA	23741.591973471	198798.113583292	0.774711430072784	0	0	0	10	2010
1742034_2	43685074	1742034	1	0	6230_hn	421332_v2020	10	assessment/habitatmap 2020	0	18087	1	1	1	219459.9	196479	0	1	1	1	196	2019
