panel;point_code;polygon_id;grts_ranking_draw;sbz;hoofdtype;habitattype;phab;type_meetpunt;uitvoer_opname;datum_opname_cyclus1;x;y;db_ref;recording_givid
2;783954_1;273931_v2020;783954;1;6230;6230_ha;30;bestaand meetpunt;hoofdtype aanwezig;2017-06-30;239549,60;186670,10;783954;"circle: IV2018030715412818; square: IV2018030715551163"
2;802950_1;309192_v2020;802950;1;6230;6230_ha;30;nieuw meetpunt;hoofdtype aanwezig;;178269,60;182734,10;;
2;805942_1;358613_v2020;805942;0;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2019-05-23;198653,60;188110,10;805942;"circle: IV2020022714453255; square: IV2020022714594591"
2;823129_1;176850_v2020;823129;1;6230;6230_hmo;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-10;118205,80;185709,90;823129;"circle: IV2017112912245580; square: IV2017112912580483"
2;826486_1;546292_v2018;826486;1;6230;6230_hmo;50;nieuw meetpunt;hoofdtype aanwezig;;206685,60;212206,10;;
2;832158_1;584942_v2020;832158;1;6230;6230_hmo;70;nieuw meetpunt;hoofdtype aanwezig;;181277,60;219854,10;;
2;842030_1;600042_v2014;842030;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2016-06-27;190621,40;231502,10;842030;"circle: IV2017010510420097; square: IV2017010511152189"
2;856054_1;609746_v2018;856054;1;7140;7140_meso;40;bestaand meetpunt;hoofdtype aanwezig;2016-09-14;188925,70;217005,40;856054;"circle: IV2017020318315989; square: IV2017020318480754"
2;857298_2;380710_v2020;857298;1;6230;6230_hn;80;bestaand meetpunt;hoofdtype aanwezig;2016-09-09;219298,00;197167,10;857298;"circle: IV2017013011050597; square: IV2017013011141972"
2;908981_1;505898_v2020;908981;1;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2016-09-15;69374,20;220462,10;908981;"circle: IV2017010609200485; square: IV2017010609352959"
2;923346_2;415510_v2020;923346;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-13;222911,90;187338,30;923346;"circle: IV2017021514080638; square: IV2017021514480221"
2;937014_2;358613_v2020;937014;0;6230;6230_hn;60;bestaand meetpunt;hoofdtype aanwezig;2019-05-23;198983,10;188246,20;937014;"circle: IV2020022715151720; square: IV2020022715235211"
2;983990_1;594450_v2020;983990;1;6230;6230_hn;90;bestaand meetpunt;hoofdtype aanwezig;2017-08-17;214845,40;201357,90;983990;"circle: IV2018030416111323; square: IV2018030416251801"
2;1007570_1;585691_v2016;1007570;1;7140;7140_meso;50;nieuw meetpunt;hoofdtype aanwezig;;233117,59;194798,11;;
2;1008246_1;637793_v2020;1008246;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;215613,59;205230,11;;
2;1013294_2;570570_v2018;1013294;1;7140;7140_meso;60;bestaand meetpunt;hoofdtype aanwezig;2016-09-20;202188,00;224168,00;1013294;"circle: IV2017020813265807; square: IV2017020813570832"
2;1032326_1;301444_v2016;1032326;1;6230;6230_hmo;80;nieuw meetpunt;subtype aanwezig;;179549,59;181966,11;;
2;1036446_2;633284_v2020;1036446;1;6230;6230_hmo;50;bestaand meetpunt;subtype aanwezig;2017-07-12;170110,00;224478,90;1036446;"circle: IV2017112908192809; square: IV2017112908460816"
2;1045430_1;646392_v2020;1045430;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;217885,59;198734,11;;
2;1068086_1;358537_v2020;1068086;0;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2019-05-23;198204,70;187885,70;1068086;"circle: IV2020021916160633; square: IV2020021916204322"
2;1087350_2;462920_v2018;1087350;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2016-09-20;206451,70;204207,70;1087350;"circle: IV2017021710141595; square: IV2017021710262223"
2;1097398_1;382203_v2016;1097398;1;7140;7140_meso;30;nieuw meetpunt;hoofdtype aanwezig;;218045,59;189390,11;;
2;1102518_1;480598_v2018;1102518;1;7140;7140_meso;90;nieuw meetpunt;hoofdtype aanwezig;;213629,59;187726,11;;
2;1116790_1;590909_v2018;1116790;0;6230;6230_ha;50;nieuw meetpunt;hoofdtype aanwezig;;215645,59;209294,11;;
2;1132201_2;511951_v2018;1132201;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2017-07-10;121437,30;191819,50;1132201;"circle: IV2020032711173507; square: IV2020032712091388"
2;1140434_2;456393_v2018;1140434;1;7140;7140_meso;70;bestaand meetpunt;hoofdtype aanwezig;2017-07-04;223493,90;188159,60;1140434;"circle: IV2018030719161925; square: IV2018030719244841"
2;1254353_1;538098_v2018;1254353;1;6230;6230_hmo;100;nieuw meetpunt;subtype aanwezig;;51581,59;184654,11;;
2;1254486_2;356487_v2020;1254486;1;6230;6230_hmo;;bestaand meetpunt;subtype aanwezig;2018-06-27;184089,80;194368,50;1254486;"circle: IV2019022012091414; square: IV2019022012591316"
2;1285121_1;103080_v2014;1285121;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;56605,59;211918,11;;
2;1339061_1;479008_v2018;1339061;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;69053,59;219150,11;;
2;1346134_2;623948_v2014;1346134;0;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2016-08-24;174146,00;197569,70;1346134;"circle: IV2017021416061568; square: IV2017021416161173"
2;1348277_1;511489_v2020;1348277;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2017-09-29;64030,00;219854,70;1348277;"circle: IV2017120107565546; square: IV2017120108115051"
2;1381569_2;513361_v2020;1381569;1;6230;6230_hmo;30;bestaand meetpunt;subtype aanwezig;2018-06-12;86239,40;203822,40;1381569;"circle: IV2019021214331564; square: IV2019021214520710"
2;1403657_2;449307_v2016;1403657;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2017-09-29;104551,70;215530,60;1403657;"circle: IV2017120109300668; square: IV2017120111004036"
2;1404382_1;530461_v2018;1404382;1;7140;7140_oli;100;bestaand meetpunt;hoofdtype aanwezig;2017-06-30;165150,00;226894,20;1404382;"circle: IV2020032710574043; square: IV2020032711023789"
2;1433269_1;560921_v2018;1433269;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;69469,60;220494,10;;
2;1445557_1;589234_v2016;1445557;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;69085,59;221550,11;;
2;1456905_1;444311_v2016;1456905;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;107453,60;216622,10;;
2;1468114_1;455999_v2018;1468114;1;7140;7140_oli;90;bestaand meetpunt;hoofdtype aanwezig;2017-07-10;223741,60;188750,10;1468114;"circle: IV2018030719311738; square: IV2018030719484292"
2;1470454_1;591346_v2018;1470454;0;7140;7140_oli;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-18;189085,60;214798,00;1470454;"circle: IV2022030716050881; square: IV2022030716265191"
2;1474526_2;665978_v2014;1474526;1;6230;6230_hmo;25;bestaand meetpunt;subtype aanwezig;2016-08-04;159492,10;225818,00;1474526;"circle: IV2017021416262329; square: IV2017021416585251"
2;1547265_1;102802_v2014;1547265;1;1330;1330_hpr;25;bestaand meetpunt;hoofdtype aanwezig;2018-06-29;56573,60;211758,30;1547265;"circle: IV2019011414090895; square: IV2019011414294981"
2;1554390_1;632389_v2020;1554390;1;7140;7140_oli;95;nieuw meetpunt;hoofdtype aanwezig;;185661,59;209870,11;;
2;1558262_1;632417_v2020;1558262;1;7140;7140_oli;100;nieuw meetpunt;hoofdtype aanwezig;;185981,59;210222,11;;
2;1566033_2;188762_v2020;1566033;1;6230;6230_hmo;20;bestaand meetpunt;subtype aanwezig;2016-09-05;51097,50;168969,20;1566033;"circle: IV2017012709211647; square: IV2017012709294069"
2;1576886_2;414182_v2020;1576886;1;7140;7140_oli;70;bestaand meetpunt;hoofdtype aanwezig;2017-07-31;218090,80;198021,50;1576886;"circle: IV2018031015311631; square: IV2018031021192601"
2;1642233_2;176455_v2020;1642233;1;6410;6410_mo;65;bestaand meetpunt;hoofdtype aanwezig;2018-05-31;124061,40;182984,00;1642233;"circle: IV2019010208003898; square: IV2019010208185391"
2;1653761_1;588952_v2016;1653761;0;1330;1330_hpr;;bestaand meetpunt;hoofdtype aanwezig;2020-08-18;56989,40;213325,20;1653761;"circle: IV2021012613043268; square: IV2021012613144954"
2;1667357_2;455560_v2016;1667357;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2018-06-14;96887,90;219727,90;1667357;"circle: IV2019010315193502; square: IV2019010315285888"
2;1677870_2;625285_v2020;1677870;1;7140;7140_oli;100;bestaand meetpunt;hoofdtype aanwezig;2018-06-13;195582,70;225485,80;1677870;"circle: IV2019010406472400; square: IV2019010407103073"
2;1715637_2;473578_v2016;1715637;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2018-06-28;62612,30;222519,60;1715637;"circle: IV2019010314170327; square: IV2019010314210644"
2;1750129_2;588716_v2016;1750129;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2018-06-29;54366,20;210520,60;1750129;"circle: IV2019011412165950; square: IV2019011413085987"
2;1766326_2;414180_v2020;1766326;1;7140;7140_oli;40;bestaand meetpunt;subtype aanwezig;2018-07-12;218305,90;198238,60;1766326;"circle: IV2019020415303598; square: IV2019020508032046"
2;1785525_2;449283_v2016;1785525;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2018-07-04;69183,00;220871,60;1785525;"circle: IV2019010311595752; square: IV2019010312172058"
2;1892289_1;508067_v2020;1892289;0;6410;6410_mo;75;nieuw meetpunt;hoofdtype aanwezig;;76573,59;204014,11;;
2;1926866_1;328476_v2016;1926866;1;7140;7140_oli;50;nieuw meetpunt;subtype aanwezig;;223325,59;188238,11;;
2;2011870_2;465699_v2018;2011870;1;7140;7140_oli;100;bestaand meetpunt;subtype aanwezig;2018-06-05;154824,30;231381,50;2011870;"circle: IV2019010315434974; square: IV2019010315520211"
2;2018749_1;686298_v2014;2018749;0;1330;1330_hpr;80;bestaand meetpunt;hoofdtype aanwezig;2020-10-15;139677,00;220077,70;2018749;"circle: IV2021012516174650; square: IV2021012516232562"
2;2028213_1;474249_v2016;2028213;0;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;63613,59;220750,11;;
2;2034782_1;121306_v2014;2034782;1;7140;7140_oli;100;nieuw meetpunt;subtype aanwezig;;179037,60;242894,10;;
2;2056822_2;594481_v2020;2056822;1;7140;7140_oli;80;bestaand meetpunt;subtype aanwezig;2019-11-14;215790,10;205216,50;2056822;"circle: IV2020021210415831; square: IV2020021211170625"
2;2130550_2;637758_v2020;2130550;1;7140;7140_oli;40;bestaand meetpunt;subtype aanwezig;2019-11-14;216835,60;205545,30;2130550;"circle: IV2020021211314188; square: IV2020021211431471"
2;2136622_1;475082_v2018;2136622;1;7140;7140_oli;95;bestaand meetpunt;subtype aanwezig;2019-08-01;195773,80;225518,10;2136622;"circle: IV2020021212123304; square: IV2020021215272236"
2;2334002_1;358968_v2020;2334002;1;6410;6410_mo;80;bestaand meetpunt;hoofdtype aanwezig;2016-06-20;225053,60;178542,10;2334002;"circle: IV2017022413245704; square: IV2017022413445592"
2;2371634_2;321195_v2020;2371634;0;6410;6410_mo;20;bestaand meetpunt;hoofdtype aanwezig;2016-07-18;219637,50;172037,10;2371634;"circle: IV2017022009530029; square: IV2017022010250767"
2;2479154_2;329817_v2016;2479154;1;6410;6410_mo;40;bestaand meetpunt;hoofdtype aanwezig;2016-06-16;221819,90;175438,10;2479154;"circle: IV2017022414255992; square: IV2017022414402631"
2;2541138_1;647731_v2014;2541138;0;7140;7140_meso;40;bestaand meetpunt;hoofdtype aanwezig;2020-07-23;239389,60;189518,10;2541138;"circle: IV2021010409200790; square: IV2021010409345523"
2;2552882_2;660601_v2014;2552882;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2016-07-13;220782,50;175092,90;2552882;"circle: IV2017021521415567; square: IV2017021521571275"
2;2760937_1;370864_v2020;2760937;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2016-09-12;146557,50;196046,20;2760937;"circle: IV2017012716313882; square: IV2017012716564741"
2;2805181_2;494391_v2020;2805181;0;1330;1330_hpr;30;bestaand meetpunt;hoofdtype aanwezig;2020-10-15;139644,30;219832,60;2805181;"circle: IV2021012515560789; square: IV2021012516025281"
2;2809525_1;474851_v2016;2809525;0;1330;1330_hpr;90;bestaand meetpunt;hoofdtype aanwezig;2020-08-21;69789,60;219821,90;2809525;"circle: IV2021012613231236; square: IV2021012613275915"
2;2839602_2;329220_v2016;2839602;1;6410;6410_mo;30;bestaand meetpunt;hoofdtype aanwezig;2016-06-08;221402,50;175373,40;2839602;"circle: IV2017022316243012; square: IV2017022318064503"
2;3560662_1;610941_v2020;3560662;0;6410;6410_mo;100;nieuw meetpunt;hoofdtype aanwezig;;175581,59;211982,11;;
2;3777298_1;463151_v2018;3777298;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2016-07-27;223774,00;205646,00;3777298;"circle: IV2017021512174228; square: IV2017021513172295"
2;4008897_2;508139_v2020;4008897;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2016-08-30;72987,20;205531,70;4008897;"circle: IV2017020309175600; square: IV2017020309320429"
2;4026418_2;321195_v2020;4026418;0;6410;6410_mo;20;bestaand meetpunt;hoofdtype aanwezig;2016-06-18;219697,40;172073,40;4026418;"circle: IV2017021716013587; square: IV2017021717085050"
2;4576306_1;329817_v2016;4576306;1;6410;6410_mo;40;bestaand meetpunt;hoofdtype aanwezig;2018-06-12;221885,70;175406,10;4576306;"circle: IV2019020811552696; square: IV2019020812125743"
2;4599942_2;420407_v2020;4599942;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2017-06-29;179068,80;184795,80;4599942;"circle: IV2017120111214650; square: IV2017120111463956"
2;4632918_1;413195_v2020;4632918;1;6410;6410_ve;100;nieuw meetpunt;hoofdtype aanwezig;;184637,60;191086,10;;
2;5186006_1;640591_v2020;5186006;1;6410;6410_mo;100;nieuw meetpunt;hoofdtype aanwezig;;180285,60;215982,10;;
2;5253462_1;449238_v2018;5253462;1;6410;6410_mo;50;bestaand meetpunt;hoofdtype aanwezig;2017-07-25;184573,60;185966,20;5253462;"circle: IV2018030509282854; square: IV2018030510512619"
2;5295334_1;316746_v2016;5295334;1;6410;6410_mo;20;nieuw meetpunt;hoofdtype aanwezig;;216701,59;175982,11;;
2;5624882_2;329817_v2016;5624882;1;6410;6410_mo;40;bestaand meetpunt;hoofdtype aanwezig;2017-07-10;221817,50;175440,40;5624882;"circle: IV2018030711143521; square: IV2018030711265492"
2;5728454_1;316609_v2016;5728454;1;6410;6410_mo;50;nieuw meetpunt;hoofdtype aanwezig;;168797,60;177710,10;;
2;5783154_2;671343_v2014;5783154;1;6410;6410_mo;15;bestaand meetpunt;hoofdtype aanwezig;2016-07-12;220702,10;168619,00;5783154;"circle: IV2017022012400428; square: IV2017022013121858"
2;5786249_1;547954_v2018;5786249;1;6410;6410_mo;100;nieuw meetpunt;hoofdtype aanwezig;;111773,59;193134,11;;
2;5960754_1;662873_v2014;5960754;1;6410;6410_mo;60;nieuw meetpunt;hoofdtype aanwezig;;220541,59;175278,11;;
2;6102322_1;358970_v2020;6102322;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2017-06-08;225085,60;178701,70;6102322;"circle: IV2018082407540429; square: IV2018082408442571"
2;6213542_2;360513_v2020;6213542;1;6410;6410_mo;80;bestaand meetpunt;hoofdtype aanwezig;2018-06-25;187264,90;180766,80;6213542;"circle: IV2019021914301511; square: IV2019021914494248"
2;6509618_1;305412_v2016;6509618;1;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2018-06-14;221341,50;175278,10;6509618;"circle: IV2019021912262072; square: IV2019021912454923"
3;20390_2;359336_v2020;20390;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2021-07-29;187101,60;180654,10;20390;"circle: IV2022032109521908; square: IV2022032110531118"
3;30418_2;384251_v2018;30418;1;6230;6230_ha;95;bestaand meetpunt;hoofdtype aanwezig;2022-08-02;225885,60;187662,10;30418;"circle: IV2022091211043853; square: IV2022091211054641"
3;36790_1;421624_v2020;36790;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2021-07-06;217213,60;197838,10;36790;circle: IV2022032516105561
3;64777_1;609005_v2018;64777;1;6230;6230_ha;85;bestaand meetpunt;hoofdtype aanwezig;2022-08-18;118301,60;207886,10;64777;"circle: IV2022092721033366; square: IV2022092721054994"
3;65281_1;537565_v2018;65281;1;6230;6230_hn;50;bestaand meetpunt;hoofdtype aanwezig;2021-07-06;62173,60;204430,30;65281;"circle: IV2022032313595677; square: IV2022032314024866"
3;65526_1;500336_v2018;65526;1;6230;6230_ha;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-24;187645,60;217102,10;65526;"circle: IV2022092720593285; square: IV2022092721013805"
3;66486_1;639504_v2020;66486;1;6230;6230_ha;;bestaand meetpunt;hoofdtype aanwezig;2021-07-06;215101,60;201518,20;66486;"circle: IV2022032515502975; square: IV2022032516063754"
3;107830_2;468343_v2018;107830;1;7140;7140_meso;;bestaand meetpunt;hoofdtype aanwezig;2018-05-30;193442,40;189439,40;107830;"circle: IV2019020510392459; square: IV2019020510571326"
3;122549_1;455713_v2016;122549;0;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2022-07-31;69597,60;220334,10;122549;"circle: IV2022092721093873; square: IV2022092721103784"
3;140241_2;560968_v2018;140241;1;6230;6230_hmo;70;bestaand meetpunt;hoofdtype aanwezig;2022-08-22;50813,60;184110,10;140241;"circle: IV2022092721033629; square: IV2022092721054512"
3;183733_1;513665_v2020;183733;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-21;61725,60;220270,10;183733;"circle: IV2022092720573255; square: IV2022092720593778"
3;188062_1;560640_v2020;188062;1;6230;6230_hn;80;bestaand meetpunt;hoofdtype aanwezig;2022-07-29;185821,60;219662,10;188062;"circle: IV2022092721093673; square: IV2022092721103894"
3;198930_1;629567_v2020;198930;1;6230;6230_hmo;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-26;223773,60;217422,10;198930;"circle: IV2022092720533326; square: IV2022092720553467"
3;201938_3;414144_v2020;201938;1;6230;6230_hn;80;bestaand meetpunt;hoofdtype aanwezig;2022-08-26;218717,60;198190,10;201938;"circle: IV2022090915325501; square: IV2022090915335608"
3;225246_1;437242_v2018;225246;0;6230;6230_ha;60;bestaand meetpunt;hoofdtype aanwezig;2022-08-23;159165,60;225550,10;225246;"circle: IV2022092721013421; square: IV2022092721033725"
3;226262_1;480577_v2018;226262;1;6230;6230_hn;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-24;179805,60;207438,10;226262;"circle: IV2022092720593429; square: IV2022092721014112"
3;236742_1;571022_v2018;236742;1;6410;6410_mo;30;bestaand meetpunt;hoofdtype aanwezig;2021-07-27;164669,60;178286,10;236742;"circle: IV2022032310310813; square: IV2022032311334666"
3;253621_1;443621_v2016;253621;0;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2022-09-20;69725,60;220238,10;253621;"circle: IV2022092720593419; square: IV2022092721013740"
3;255826_3;554131_v2018;255826;1;6230;6230_hmo;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-03;242621,60;196175,10;255826;"circle: IV2022091211043460; square: IV2022091211053882"
3;300918_1;489618_v2018;300918;1;7140;7140_meso;30;bestaand meetpunt;hoofdtype aanwezig;2021-07-19;206621,60;204078,20;300918;"circle: IV2022030815014028; square: IV2022030820022362"
3;343809_2;560908_v2018;343809;1;6230;6230_hmo;70;bestaand meetpunt;hoofdtype aanwezig;2022-08-25;61117,60;204462,10;343809;"circle: IV2022092720593303; square: IV2022092721013692"
3;379222_1;412737_v2020;379222;0;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;183805,59;189486,11;;
3;418422_2;594481_v2020;418422;1;7140;7140_oli;80;bestaand meetpunt;hoofdtype aanwezig;2022-08-26;216093,60;204942,10;418422;"circle: IV2022090915335554; square: IV2022090915345460"
3;450229_1;449731_v2016;450229;0;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2022-07-31;69949,60;219758,10;450229;"circle: IV2022092721093409; square: IV2022092721103353"
3;509686_3;632417_v2020;509686;1;7140;7140_oli;100;bestaand meetpunt;hoofdtype aanwezig;2022-08-24;186045,60;210222,10;509686;"circle: IV2022092720593593; square: IV2022092721013931"
3;522710_1;640729_v2020;522710;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2021-08-17;179709,60;214190,10;522710;"circle: IV2022031712335259; square: IV2022031713202316"
3;545745_2;562390_v2018;545745;1;6230;6230_hmo;80;bestaand meetpunt;hoofdtype aanwezig;2022-08-22;51005,60;183630,10;545745;"circle: IV2022092721033498; square: IV2022092721054876"
3;673910_1;474113_v2018;673910;1;7140;7140_oli;80;bestaand meetpunt;hoofdtype aanwezig;2022-09-26;206173,60;217742,10;673910;
3;678638_2;545720_v2016;678638;1;6230;6230_hmo;50;bestaand meetpunt;hoofdtype aanwezig;2022-08-23;202909,60;222990,10;678638;"circle: IV2022092721013396; square: IV2022092721034164"
3;698433_1;517669_v2020;698433;1;6230;6230_hmo;;bestaand meetpunt;hoofdtype aanwezig;2022-07-27;74141,60;200718,10;698433;"circle: IV2022092721093702; square: IV2022092721104127"
3;730758_1;407802_v2018;730758;0;6230;6230_ha;100;bestaand meetpunt;hoofdtype aanwezig;2021-07-20;177341,80;174862,20;730758;"circle: IV2022032415233158; square: IV2022032416470190"
3;732114_1;342352_v2020;732114;1;6230;6230_hn;30;nieuw meetpunt;hoofdtype aanwezig;;230813,60;194766,10;;
3;732161_1;456696_v2016;732161;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2022-07-27;57821,60;210862,10;732161;"circle: IV2022092721093977; square: IV2022092721104282"
3;733862_1;385647_v2016;733862;0;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;197821,60;174350,10;;
3;743377_1;536713_v2018;743377;1;6230;6230_hn;50;nieuw meetpunt;hoofdtype aanwezig;;50173,59;184878,10;;
3;750550_1;480577_v2018;750550;1;6230;6230_hn;100;nieuw meetpunt;hoofdtype aanwezig;;180029,60;207406,10;;
3;818374_2;315546_v2020;818374;1;6410;6410_mo;100;bestaand meetpunt;hoofdtype aanwezig;2022-07-05;162717,60;179694,10;818374;"circle: IV2022091211043718; square: IV2022091211053798"
3;911617_2;574648_v2014;911617;0;6230;6230_hn;;bestaand meetpunt;hoofdtype aanwezig;2020-10-13;66396,30;206189,80;911617;"circle: IV2021012514434193; square: IV2021012515060055"
3;940882_1;358354_v2020;940882;1;6230;6230_ha;100;nieuw meetpunt;hoofdtype aanwezig;;235805,60;195982,10;;
3;950238_1;437242_v2018;950238;1;6230;6230_ha;60;nieuw meetpunt;hoofdtype aanwezig;;159453,60;225614,10;;
3;950238_1;437242_v2018;950238;1;6230;6230_hn;20;nieuw meetpunt;hoofdtype aanwezig;;159453,60;225614,10;;
3;958166_1;591931_v2016;958166;0;6230;6230_ha;80;bestaand meetpunt;hoofdtype aanwezig;2021-08-17;176637,60;208206,10;958166;"circle: IV2022032414092660; square: IV2022032414455990"
3;966569_2;415369_v2018;966569;1;6230;6230_ha;50;nieuw meetpunt;hoofdtype aanwezig;;125309,60;199150,10;;
3;968918_1;518815_v2018;968918;1;6230;6230_ha;30;nieuw meetpunt;hoofdtype aanwezig;;176701,60;217038,10;;
3;1009222_1;415309_v2020;1009222;1;6230;6230_hn;100;nieuw meetpunt;subtype aanwezig;;172989,59;166894,11;;
3;1012434_2;528555_v2018;1012434;0;7140;7140_meso;30;bestaand meetpunt;hoofdtype aanwezig;2021-07-07;219133,60;190478,10;1012434;"circle: IV2022030813442125; square: IV2022030814423559"
3;1037270_1;534283_v2016;1037270;1;6230;6230_ha;100;nieuw meetpunt;subtype aanwezig;;177693,59;208206,11;;
3;1037522_2;421357_v2020;1037522;1;6230;6230_hn;100;bestaand meetpunt;subtype aanwezig;2018-07-12;219714,60;197117,80;1037522;"circle: IV2019030510151254; square: IV2019030510214992"
3;1078994_1;384251_v2018;1078994;1;6230;6230_ha;95;nieuw meetpunt;subtype aanwezig;;225981,59;187726,11;;
3;1152670_1;495395_v2018;1152670;0;6230;6230_hmo;100;nieuw meetpunt;hoofdtype aanwezig;;179677,59;223918,11;;
3;1163822_1;590686_v2018;1163822;0;6230;6230_ha;100;nieuw meetpunt;hoofdtype aanwezig;;195389,59;220110,11;;
3;1238166_1;561093_v2018;1238166;1;7140;7140_meso;30;nieuw meetpunt;hoofdtype aanwezig;;168157,59;206894,11;;
3;1258422_2;421199_v2020;1258422;1;7140;7140_meso;50;bestaand meetpunt;hoofdtype aanwezig;2018-07-10;217385,50;198335,50;1258422;"circle: IV2019020120070464; square: IV2019020120260519"
3;1276854_1;420844_v2020;1276854;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;213277,59;196334,11;;
3;1301294_1;480141_v2018;1301294;1;6230;6230_hmo;100;nieuw meetpunt;subtype aanwezig;;194845,59;228654,11;;
3;1322614_1;449355_v2018;1322614;1;7140;7140_meso;100;bestaand meetpunt;hoofdtype aanwezig;2018-07-05;211005,30;207118,30;1322614;"circle: IV2019010407172748; square: IV2019010407330134"
3;1337206_1;489751_v2018;1337206;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;207069,59;205262,11;;
3;1337593_1;548653_v2018;1337593;1;6230;6230_hmo;100;nieuw meetpunt;subtype aanwezig;;135229,59;179726,11;;
3;1370870_1;628847_v2020;1370870;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;190269,59;209934,11;;
3;1392705_2;437102_v2018;1392705;1;6230;6230_hmo;10;bestaand meetpunt;subtype aanwezig;2018-06-12;77445,70;197039,70;1392705;"circle: IV2018121216433080; square: IV2018121218533825"
3;1409089_2;560449_v2018;1409089;1;6230;6230_hmo;70;bestaand meetpunt;subtype aanwezig;2018-06-12;78036,80;197134,30;1409089;"circle: IV2018121816405213; square: IV2018121817031507"
3;1425286_1;611770_v2014;1425286;0;6410;6410_mo;;bestaand meetpunt;hoofdtype aanwezig;2019-07-08;177309,60;181390,10;1425286;"circle: IV2020032013483546; square: IV2020032014100838"
3;1467894_1;630584_v2020;1467894;1;7140;7140_meso;40;nieuw meetpunt;hoofdtype aanwezig;;197693,59;203278,11;;
3;1479349_1;589225_v2016;1479349;1;1330;1330_hpr;100;nieuw meetpunt;hoofdtype aanwezig;;64637,59;220398,11;;
3;1487190_1;413191_v2020;1487190;1;6230;6230_hmo;70;nieuw meetpunt;subtype aanwezig;;184605,59;190958,11;;
3;1489106_1;638988_v2020;1489106;1;7140;7140_meso;95;nieuw meetpunt;hoofdtype aanwezig;;218909,59;198702,11;;
3;1528758_1;380719_v2020;1528758;1;7140;7140_meso;100;nieuw meetpunt;hoofdtype aanwezig;;216317,59;198190,11;;
3;1532081_1;478895_v2018;1532081;1;1330;1330_hpr;100;bestaand meetpunt;hoofdtype aanwezig;2020-08-26;25213,90;196334,30;1532081;"circle: IV2021012615095338; square: IV2021012615132923"
3;1540082_2;424573_v2020;1540082;1;7140;7140_oli;100;bestaand meetpunt;hoofdtype aanwezig;2020-10-14;239928,10;183037,20;1540082;"circle: IV2021010414204563; square: IV2021010414332262"
